intern_id,name,age,gpa,skills,interest,location,preferred_duration_months,prior_experience_years,skills_processed,gpa_scaled,age_scaled,experience_scaled,duration_scaled
50,Ananya Reddy,22,8.46,"Web Dev, ML, Python, Cybersecurity",ai,Mumbai,2,3,web dev  ml  python  cybersecurity,0.6195506788161981,0.24105619309574222,1.2987507733009414,-0.8456226208190508
52,Reyansh Sharma,25,7.79,"Data Analysis, Python, Cybersecurity",web dev,Mumbai,4,0,data analysis  python  cybersecurity,0.15641532512443568,1.587738836088718,-1.3517610089458778,0.2940305069694274
54,Reyansh Kumar,23,8.48,"Java, ML",ai,Coimbatore,3,0,java  ml,0.6333756147472952,0.6899504074267342,-1.3517610089458778,-0.27579605692481174
55,Aadhya Bhat,22,6.42,"Cybersecurity, Java, Data Analysis, Python",ai,Bangalore,1,2,cybersecurity  java  data analysis  python,-0.7905927861557343,0.24105619309574222,0.415246845885335,-1.41544918471329
57,Krishna Kumar,24,6.39,Cybersecurity,web dev,Bangalore,1,0,cybersecurity,-0.8113301900523805,1.1388446217577262,-1.3517610089458778,-1.41544918471329
60,Ananya Sharma,20,6.85,Web Dev,cybersecurity,Madurai,1,2,web dev,-0.493356663637141,-0.6567322355662416,0.415246845885335,-1.41544918471329
61,Aadhya Mehta,23,6.84,ML,web dev,Madurai,4,1,ml,-0.5002691316026895,0.6899504074267342,-0.4682570815302714,0.2940305069694274
62,Vivaan Chopra,23,6.99,"Python, Web Dev, Java, ML",cybersecurity,Chennai,1,0,python  web dev  java  ml,-0.396582112119459,0.6899504074267342,-1.3517610089458778,-1.41544918471329
63,Aadhya Nair,21,7.54,"Cybersecurity, Python, Data Analysis",data science,Mumbai,5,2,cybersecurity  python  data analysis,-0.016396374014281456,-0.2078380212352497,0.415246845885335,0.8638570708636665
64,Aarohi Singh,21,6.63,"Cybersecurity, Data Analysis, Java, Python",cybersecurity,Mumbai,4,2,cybersecurity  data analysis  java  python,-0.6454309588792119,-0.2078380212352497,0.415246845885335,0.2940305069694274
65,Meera Das,19,7.56,"Web Dev, Cybersecurity",data science,Bangalore,3,3,web dev  cybersecurity,-0.00257143808318438,-1.1056264498972335,1.2987507733009414,-0.27579605692481174
66,Aarav Patel,25,5.48,"Java, ML, Data Analysis",cybersecurity,Bangalore,1,0,java  ml  data analysis,-1.4403647749173103,1.587738836088718,-1.3517610089458778,-1.41544918471329
67,Riya Das,25,6.93,"Web Dev, ML",web dev,Mumbai,2,3,web dev  ml,-0.4380569199127515,1.587738836088718,1.2987507733009414,-0.8456226208190508
68,Aditya Patel,18,8.38,"Python, Java, Data Analysis",web dev,Hyderabad,1,0,python  java  data analysis,0.5642509350918086,-1.5545206642282254,-1.3517610089458778,-1.41544918471329
69,Ishaan Reddy,19,9.62,Python,web dev,Bangalore,6,1,python,1.4213969628198444,-1.1056264498972335,-0.4682570815302714,1.4336836347579056
70,Aditya Gupta,20,6.14,"Cybersecurity, Web Dev, Java, Data Analysis",cybersecurity,Bangalore,2,3,cybersecurity  web dev  java  data analysis,-0.9841418891910976,-0.6567322355662416,1.2987507733009414,-0.8456226208190508
71,Meera Kumar,18,7.58,"Cybersecurity, Python",ai,Hyderabad,1,1,cybersecurity  python,0.011253497847913308,-1.5545206642282254,-0.4682570815302714,-1.41544918471329
72,Aarohi Kumar,18,5.47,"Cybersecurity, Web Dev",cybersecurity,Chennai,4,0,cybersecurity  web dev,-1.4472772428828595,-1.5545206642282254,-1.3517610089458778,0.2940305069694274
73,Krishna Joshi,22,9.41,ML,web dev,Hyderabad,1,0,ml,1.2762351355433228,0.24105619309574222,-1.3517610089458778,-1.41544918471329
75,Kavya Gupta,25,7.02,"Java, Data Analysis, ML",web dev,Madurai,1,3,java  data analysis  ml,-0.3758447082228134,1.587738836088718,1.2987507733009414,-1.41544918471329
76,Riya Verma,21,5.42,"Java, Data Analysis, Web Dev",data science,Delhi,4,1,java  data analysis  web dev,-1.4818395827106028,-0.2078380212352497,-0.4682570815302714,0.2940305069694274
77,Aditya Reddy,25,8.03,"Java, ML",web dev,Mumbai,3,3,java  ml,0.32231455629760364,1.587738836088718,1.2987507733009414,-0.27579605692481174
78,Ishaan Verma,23,9.7,"ML, Data Analysis, Cybersecurity, Java",ai,Coimbatore,1,0,ml  data analysis  cybersecurity  java,1.476696706544234,0.6899504074267342,-1.3517610089458778,-1.41544918471329
79,Aarohi Mehta,19,5.8,Web Dev,cybersecurity,Bangalore,2,1,web dev,-1.2191658000197527,-1.1056264498972335,-0.4682570815302714,-0.8456226208190508
80,Aarav Singh,23,7.24,"ML, Cybersecurity, Java",cybersecurity,Coimbatore,5,0,ml  cybersecurity  java,-0.22377041298074188,0.6899504074267342,-1.3517610089458778,0.8638570708636665
81,Ananya Mehta,21,8.56,"Python, ML, Data Analysis, Web Dev",cybersecurity,Mumbai,1,1,python  ml  data analysis  web dev,0.6886753584716847,-0.2078380212352497,-0.4682570815302714,-1.41544918471329
82,Sai Joshi,22,5.89,"Java, Web Dev, Python, Cybersecurity",ai,Chennai,3,0,java  web dev  python  cybersecurity,-1.1569535883298148,0.24105619309574222,-1.3517610089458778,-0.27579605692481174
83,Aarohi Reddy,25,7.84,"Java, Python, Data Analysis, Cybersecurity",data science,Coimbatore,4,2,java  python  data analysis  cybersecurity,0.19097766495217897,1.587738836088718,0.415246845885335,0.2940305069694274
85,Aditya Gupta,23,9.87,Cybersecurity,ai,Madurai,5,2,cybersecurity,1.5942086619585616,0.6899504074267342,0.415246845885335,0.8638570708636665
86,Krishna Das,23,9.53,Cybersecurity,ai,Hyderabad,3,1,cybersecurity,1.3591847511299064,0.6899504074267342,-0.4682570815302714,-0.27579605692481174
87,Aarav Kumar,22,7.51,"Python, Web Dev",web dev,Coimbatore,4,2,python  web dev,-0.03713377791092768,0.24105619309574222,0.415246845885335,0.2940305069694274
88,Reyansh Gupta,25,9.32,Web Dev,web dev,Bangalore,4,0,web dev,1.2140229238533846,1.587738836088718,-1.3517610089458778,0.2940305069694274
89,Ananya Bhat,25,6.4,"Java, Web Dev, Python",web dev,Madurai,3,3,java  web dev  python,-0.8044177220868313,1.587738836088718,1.2987507733009414,-0.27579605692481174
90,Arjun Nair,18,5.22,Data Analysis,cybersecurity,Bangalore,4,3,data analysis,-1.6200889420215765,-1.5545206642282254,1.2987507733009414,0.2940305069694274
91,Ishaan Verma,23,9.77,"Python, Data Analysis",ai,Hyderabad,5,1,python  data analysis,1.5250839823030748,0.6899504074267342,-0.4682570815302714,0.8638570708636665
95,Kavya Gupta,22,6.93,"Cybersecurity, Web Dev, Data Analysis, Java",web dev,Hyderabad,1,3,cybersecurity  web dev  data analysis  java,-0.4380569199127515,0.24105619309574222,1.2987507733009414,-1.41544918471329
96,Aditya Patel,20,5.85,"Java, ML, Web Dev, Cybersecurity",ai,Bangalore,1,1,java  ml  web dev  cybersecurity,-1.1846034601920095,-0.6567322355662416,-0.4682570815302714,-1.41544918471329
97,Aadhya Reddy,24,9.22,"Java, Data Analysis, Web Dev, Cybersecurity",data science,Delhi,3,3,java  data analysis  web dev  cybersecurity,1.144898244197898,1.1388446217577262,1.2987507733009414,-0.27579605692481174
98,Ananya Iyer,23,5.49,Web Dev,web dev,Chennai,6,2,web dev,-1.4334523069517617,0.6899504074267342,0.415246845885335,1.4336836347579056
99,Krishna Chopra,19,6.27,"ML, Web Dev, Java, Data Analysis",cybersecurity,Mumbai,2,1,ml  web dev  java  data analysis,-0.8942798056389648,-1.1056264498972335,-0.4682570815302714,-0.8456226208190508
100,Kavya Gupta,19,8.7,Python,data science,Coimbatore,1,0,python,0.7854499099893655,-1.1056264498972335,-1.3517610089458778,-1.41544918471329
102,Ira Singh,24,7.1,"Cybersecurity, Web Dev, Data Analysis, Java",cybersecurity,Madurai,2,0,cybersecurity  web dev  data analysis  java,-0.32054496449842385,1.1388446217577262,-1.3517610089458778,-0.8456226208190508
103,Diya Patel,25,9.57,"Python, Java",data science,Chennai,2,2,python  java,1.3868346229921018,1.587738836088718,0.415246845885335,-0.8456226208190508
104,Sai Kumar,18,8.14,"Cybersecurity, ML",data science,Mumbai,4,0,cybersecurity  ml,0.39835170391864,-1.5545206642282254,-1.3517610089458778,0.2940305069694274
106,Sai Patel,20,6.69,Cybersecurity,web dev,Madurai,4,1,cybersecurity,-0.6039561510859194,-0.6567322355662416,-0.4682570815302714,0.2940305069694274
108,Aarav Nair,18,5.78,"ML, Cybersecurity, Web Dev",data science,Coimbatore,6,0,ml  cybersecurity  web dev,-1.2329907359508498,-1.5545206642282254,-1.3517610089458778,1.4336836347579056
109,Vivaan Patel,23,7.95,"Python, Cybersecurity, ML, Java",ai,Delhi,6,0,python  cybersecurity  ml  java,0.26701481257321474,0.6899504074267342,-1.3517610089458778,1.4336836347579056
110,Vivaan Reddy,21,5.19,"Web Dev, Data Analysis",ai,Coimbatore,6,2,web dev  data analysis,-1.6408263459182222,-0.2078380212352497,0.415246845885335,1.4336836347579056
113,Ishaan Das,22,5.97,"Data Analysis, Python",web dev,Coimbatore,6,2,data analysis  python,-1.1016538446054251,0.24105619309574222,0.415246845885335,1.4336836347579056
114,Sai Iyer,20,8.19,Java,ai,Bangalore,4,3,java,0.4329140437463827,-0.6567322355662416,1.2987507733009414,0.2940305069694274
117,Arjun Iyer,19,5.39,"Cybersecurity, Java",data science,Hyderabad,5,1,cybersecurity  java,-1.502576986607249,-1.1056264498972335,-0.4682570815302714,0.8638570708636665
118,Reyansh Verma,22,5.4,Java,data science,Delhi,1,3,java,-1.4956645186416997,0.24105619309574222,1.2987507733009414,-1.41544918471329
119,Diya Gupta,22,5.29,ML,data science,Mumbai,2,0,ml,-1.5717016662627357,0.24105619309574222,-1.3517610089458778,-0.8456226208190508
120,Meera Patel,24,6.25,"ML, Python, Web Dev, Java",data science,Delhi,6,1,ml  python  web dev  java,-0.9081047415700618,1.1388446217577262,-0.4682570815302714,1.4336836347579056
121,Ananya Sharma,25,5.91,Java,ai,Hyderabad,5,0,java,-1.143128652398717,1.587738836088718,-1.3517610089458778,0.8638570708636665
122,Ananya Nair,18,9.77,Java,cybersecurity,Delhi,5,1,java,1.5250839823030748,-1.5545206642282254,-0.4682570815302714,0.8638570708636665
123,Riya Patel,22,7.1,"Web Dev, ML",cybersecurity,Chennai,4,1,web dev  ml,-0.32054496449842385,0.24105619309574222,-0.4682570815302714,0.2940305069694274
124,Kavya Singh,25,5.79,"Data Analysis, Cybersecurity, Python, ML",data science,Bangalore,6,0,data analysis  cybersecurity  python  ml,-1.2260782679853013,1.587738836088718,-1.3517610089458778,1.4336836347579056
125,Kavya Patel,22,5.58,"Web Dev, Python, ML, Cybersecurity",data science,Madurai,5,2,web dev  python  ml  cybersecurity,-1.3712400952618238,0.24105619309574222,0.415246845885335,0.8638570708636665
127,Ira Singh,22,7.37,"Cybersecurity, ML, Python, Web Dev",data science,Delhi,2,1,cybersecurity  ml  python  web dev,-0.13390832942860906,0.24105619309574222,-0.4682570815302714,-0.8456226208190508
128,Reyansh Patel,25,9.03,"Cybersecurity, ML, Python, Web Dev",web dev,Mumbai,4,0,cybersecurity  ml  python  web dev,1.013561352852472,1.587738836088718,-1.3517610089458778,0.2940305069694274
129,Sai Patel,23,7.17,Web Dev,cybersecurity,Chennai,2,1,web dev,-0.27215768873958285,0.6899504074267342,-0.4682570815302714,-0.8456226208190508
130,Krishna Joshi,23,8.18,ML,ai,Mumbai,2,3,ml,0.42600157578083414,0.6899504074267342,1.2987507733009414,-0.8456226208190508
131,Reyansh Gupta,24,5.08,"Web Dev, Data Analysis, ML",cybersecurity,Bangalore,3,1,web dev  data analysis  ml,-1.716863493539258,1.1388446217577262,-0.4682570815302714,-0.27579605692481174
132,Krishna Gupta,25,9.28,"ML, Java",web dev,Hyderabad,5,0,ml  java,1.1863730519911893,1.587738836088718,-1.3517610089458778,0.8638570708636665
133,Aditya Patel,21,8.08,"Data Analysis, Web Dev, Cybersecurity, Python",data science,Mumbai,2,0,data analysis  web dev  cybersecurity  python,0.35687689612534756,-0.2078380212352497,-1.3517610089458778,-0.8456226208190508
134,Diya Joshi,21,7.93,"Java, ML, Web Dev, Cybersecurity",data science,Delhi,3,3,java  ml  web dev  cybersecurity,0.25318987664211706,-0.2078380212352497,1.2987507733009414,-0.27579605692481174
136,Aarohi Sharma,18,7.29,"Cybersecurity, ML, Web Dev",cybersecurity,Mumbai,3,2,cybersecurity  ml  web dev,-0.1892080731529986,-1.5545206642282254,0.415246845885335,-0.27579605692481174
137,Reyansh Gupta,22,8.13,Java,data science,Hyderabad,1,0,java,0.3914392359530915,0.24105619309574222,-1.3517610089458778,-1.41544918471329
138,Arjun Joshi,25,9.53,"Python, Web Dev, ML, Cybersecurity",web dev,Bangalore,4,0,python  web dev  ml  cybersecurity,1.3591847511299064,1.587738836088718,-1.3517610089458778,0.2940305069694274
139,Reyansh Verma,22,6.07,"Data Analysis, Cybersecurity, ML, Web Dev",ai,Hyderabad,6,1,data analysis  cybersecurity  ml  web dev,-1.032529164949938,0.24105619309574222,-0.4682570815302714,1.4336836347579056
140,Aadhya Joshi,22,5.47,"Data Analysis, ML, Python, Cybersecurity",ai,Coimbatore,3,2,data analysis  ml  python  cybersecurity,-1.4472772428828595,0.24105619309574222,0.415246845885335,-0.27579605692481174
141,Diya Kumar,18,8.28,ML,ai,Hyderabad,5,1,ml,0.4951262554363208,-1.5545206642282254,-0.4682570815302714,0.8638570708636665
142,Arjun Gupta,19,5.12,"Cybersecurity, Data Analysis",ai,Chennai,2,2,cybersecurity  data analysis,-1.6892136216770632,-1.1056264498972335,0.415246845885335,-0.8456226208190508
143,Aadhya Bhat,18,7.48,Data Analysis,data science,Madurai,2,0,data analysis,-0.057871181807573294,-1.5545206642282254,-1.3517610089458778,-0.8456226208190508
144,Aarohi Reddy,19,8.14,"Web Dev, ML",web dev,Coimbatore,5,3,web dev  ml,0.39835170391864,-1.1056264498972335,1.2987507733009414,0.8638570708636665
145,Sai Verma,21,7.09,"Web Dev, Java, ML, Data Analysis",web dev,Coimbatore,5,0,web dev  java  ml  data analysis,-0.3274574324639724,-0.2078380212352497,-1.3517610089458778,0.8638570708636665
146,Riya Das,21,5.89,"ML, Data Analysis, Python",cybersecurity,Madurai,1,3,ml  data analysis  python,-1.1569535883298148,-0.2078380212352497,1.2987507733009414,-1.41544918471329
149,Meera Nair,22,6.19,"Web Dev, Data Analysis, Cybersecurity",ai,Hyderabad,5,2,web dev  data analysis  cybersecurity,-0.9495795493633536,0.24105619309574222,0.415246845885335,0.8638570708636665
150,Meera Patel,18,6.19,Web Dev,ai,Delhi,6,0,web dev,-0.9495795493633536,-1.5545206642282254,-1.3517610089458778,1.4336836347579056
151,Kavya Joshi,18,7.53,"Java, Web Dev, Data Analysis",web dev,Mumbai,1,1,java  web dev  data analysis,-0.02330884197982999,-1.5545206642282254,-0.4682570815302714,-1.41544918471329
152,Ishaan Nair,22,9.48,"Cybersecurity, Java, Python",ai,Madurai,1,3,cybersecurity  java  python,1.3246224113021636,0.24105619309574222,1.2987507733009414,-1.41544918471329
155,Ira Patel,25,7.41,"Data Analysis, ML",data science,Mumbai,2,2,data analysis  ml,-0.10625845756641429,1.587738836088718,0.415246845885335,-0.8456226208190508
156,Aadhya Bhat,25,7.24,ML,ai,Coimbatore,3,3,ml,-0.22377041298074188,1.587738836088718,1.2987507733009414,-0.27579605692481174
157,Krishna Joshi,18,7.77,"Web Dev, Data Analysis, Python, Java",ai,Madurai,5,3,web dev  data analysis  python  java,0.14259038919333797,-1.5545206642282254,1.2987507733009414,0.8638570708636665
158,Arjun Gupta,22,8.96,"Cybersecurity, Data Analysis, ML",data science,Chennai,1,2,cybersecurity  data analysis  ml,0.9651740770936323,0.24105619309574222,0.415246845885335,-1.41544918471329
159,Krishna Gupta,22,9.65,Web Dev,data science,Delhi,2,2,web dev,1.4421343667164912,0.24105619309574222,0.415246845885335,-0.8456226208190508
160,Krishna Das,23,7.75,Cybersecurity,cybersecurity,Mumbai,5,2,cybersecurity,0.1287654532622409,0.6899504074267342,0.415246845885335,0.8638570708636665
161,Diya Das,24,7.73,"Python, Java, Cybersecurity, ML",data science,Bangalore,3,1,python  java  cybersecurity  ml,0.11494051733114383,1.1388446217577262,-0.4682570815302714,-0.27579605692481174
162,Arjun Verma,24,5.71,"Web Dev, Java",cybersecurity,Bangalore,2,1,web dev  java,-1.281378011709691,1.1388446217577262,-0.4682570815302714,-0.8456226208190508
164,Kavya Nair,23,8.5,"Data Analysis, Python, Cybersecurity, Web Dev",cybersecurity,Bangalore,2,0,data analysis  python  cybersecurity  web dev,0.6472005506783922,0.6899504074267342,-1.3517610089458778,-0.8456226208190508
165,Krishna Joshi,19,9.46,"Python, Data Analysis, Web Dev",ai,Bangalore,2,0,python  data analysis  web dev,1.3107974753710665,-1.1056264498972335,-1.3517610089458778,-0.8456226208190508
166,Ananya Kumar,22,5.42,ML,ai,Mumbai,3,3,ml,-1.4818395827106028,0.24105619309574222,1.2987507733009414,-0.27579605692481174
168,Reyansh Bhat,18,9.74,"Python, Web Dev",web dev,Delhi,1,0,python  web dev,1.5043465784064294,-1.5545206642282254,-1.3517610089458778,-1.41544918471329
169,Ishaan Joshi,21,6.75,"Data Analysis, Java",ai,Madurai,4,2,data analysis  java,-0.5624813432926276,-0.2078380212352497,0.415246845885335,0.2940305069694274
170,Reyansh Reddy,20,8.89,"Java, Python, Web Dev",web dev,Chennai,6,2,java  python  web dev,0.9167868013347914,-0.6567322355662416,0.415246845885335,1.4336836347579056
171,Saanvi Bhat,20,6.24,"Web Dev, Data Analysis",ai,Coimbatore,3,2,web dev  data analysis,-0.9150172095356104,-0.6567322355662416,0.415246845885335,-0.27579605692481174
172,Ananya Sharma,23,7.46,"Cybersecurity, ML",ai,Mumbai,5,1,cybersecurity  ml,-0.07169611773867099,0.6899504074267342,-0.4682570815302714,0.8638570708636665
173,Aditya Gupta,21,7.86,"Data Analysis, Web Dev, Python, Java",web dev,Delhi,4,3,data analysis  web dev  python  java,0.20480260088327665,-0.2078380212352497,1.2987507733009414,0.2940305069694274
174,Vivaan Chopra,25,5.59,"ML, Python, Web Dev",cybersecurity,Hyderabad,1,2,ml  python  web dev,-1.3643276272962752,1.587738836088718,0.415246845885335,-1.41544918471329
175,Meera Mehta,18,8.41,ML,cybersecurity,Chennai,4,1,ml,0.5849883389884541,-1.5545206642282254,-0.4682570815302714,0.2940305069694274
176,Aditya Singh,18,6.87,"Python, Java",data science,Delhi,1,0,python  java,-0.4795317277060433,-1.5545206642282254,-1.3517610089458778,-1.41544918471329
177,Aadhya Mehta,25,7.64,"ML, Web Dev, Cybersecurity",ai,Hyderabad,5,1,ml  web dev  cybersecurity,0.05272830564120515,1.587738836088718,-0.4682570815302714,0.8638570708636665
178,Arjun Joshi,19,5.06,"ML, Cybersecurity",web dev,Bangalore,5,0,ml  cybersecurity,-1.7306884294703555,-1.1056264498972335,-1.3517610089458778,0.8638570708636665
179,Aadhya Joshi,24,9.46,"ML, Cybersecurity, Python, Java",cybersecurity,Madurai,6,0,ml  cybersecurity  python  java,1.3107974753710665,1.1388446217577262,-1.3517610089458778,1.4336836347579056
180,Ananya Singh,20,9.6,"Cybersecurity, ML",ai,Chennai,4,2,cybersecurity  ml,1.4075720268887473,-0.6567322355662416,0.415246845885335,0.2940305069694274
182,Aadhya Das,18,6.08,ML,data science,Hyderabad,1,0,ml,-1.0256166969843894,-1.5545206642282254,-1.3517610089458778,-1.41544918471329
183,Aarohi Joshi,23,7.92,Data Analysis,data science,Madurai,1,2,data analysis,0.2462774086765685,0.6899504074267342,0.415246845885335,-1.41544918471329
185,Arjun Singh,25,8.1,"Python, Data Analysis, Java",cybersecurity,Hyderabad,2,3,python  data analysis  java,0.37070183205644464,1.587738836088718,1.2987507733009414,-0.8456226208190508
186,Aarav Nair,21,7.32,"Python, Java, Data Analysis",data science,Madurai,2,3,python  java  data analysis,-0.16847066925635235,-0.2078380212352497,1.2987507733009414,-0.8456226208190508
187,Saanvi Sharma,19,6.33,"Java, Web Dev",cybersecurity,Chennai,5,0,java  web dev,-0.8528049978456723,-1.1056264498972335,-1.3517610089458778,0.8638570708636665
190,Aditya Sharma,22,8.42,"Java, Web Dev",ai,Mumbai,5,0,java  web dev,0.5919008069540027,0.24105619309574222,-1.3517610089458778,0.8638570708636665
